"propertyLocation_id","props.bedrooms","props.bathrooms","props.price","props.variableData","props.zestimate","props.rentestimate","props.livingArea","props.lotAreaValue","propertyType_id","propertyUnit_id"
4483,3,"3",850000,"Sold 02/07/2022",923900,4016,2518,"0.31",1,1
4484,5,"5",838500,"Sold 02/02/2022",836800,3754,3678,"0.35",1,1
4485,5,"3.5",595500,"Sold 02/01/2022",594500,3499,2902,"0.3",1,1
4486,5,"3.5",728000,"Sold 02/01/2022",726800,3261,3404,"0.339990817",1,1
4487,5,"4",727963,"Sold 02/01/2022",726800,3249,3431,"0.34",1,1
4488,3,"3",589280,"Sold 01/31/2022",588800,2728,2658,"7840.8",1,2
4489,3,"3",753520,"Sold 01/28/2022",754200,3352,2805,"6534",1,2
4490,3,"3.5",383000,"Sold 01/27/2022",383300,2495,2482,"2613",1,2
4491,3,"3.5",455500,"Sold 01/27/2022",455800,2500,2581,"3484",1,2
4492,5,"5",822040,"Sold 01/27/2022",1065400,4627,3350,"0.346",1,1
4493,4,"3",522000,"Sold 01/26/2022",522600,2350,2016,"0.33",1,1
4494,4,"3.5",429000,"Sold 01/26/2022",429500,2516,2704,"3484",1,2
4495,5,"4",687500,"Sold 01/26/2022",688300,3059,3574,"0.289990817",1,1
4496,5,"4",841500,"Sold 01/25/2022",842800,3747,3713,"0.3",1,1
4497,6,"5",1147173,"Sold 01/24/2022",1149800,5112,4791,"0.3",1,1
4498,4,"3",577475,"Sold 01/24/2022",1149800,2895,2711,"0.3",1,1
4499,4,"3.5",459500,"Sold 01/20/2022",461300,2500,2469,"1742",1,2
4500,5,"5",903245,"Sold 03/31/2022",883700,3936,4344,"0.39",1,1
4501,3,"3",665441,"Sold 03/30/2022",596800,2394,2310,"4791.6",1,2
4502,3,"2.5",391500,"Sold 03/30/2022",383100,2500,2000,"2178",1,2
4503,3,"2.5",721500,"Sold 03/30/2022",706100,3145,2000,"0.279981635",1,1
4504,3,"2",469500,"Sold 03/30/2022",459500,2550,2000,"3049",1,2
4505,4,"6",1791977,"Sold 03/30/2022",1938500,8518,4299,"0.458",1,1
4506,4,"6",480000,"Sold 03/30/2022",1938500,1525,4299,"0.458",1,1
4507,3,"4",606000,"Sold 03/29/2022",593200,2475,2380,"3484.8",1,2
4508,5,"5",850000,"Sold 03/29/2022",832100,3707,3300,"5227.2",1,2
4509,5,"2",877500,"Sold 03/29/2022",547300,2550,2723,"2613",1,2
4510,5,"5",826040,"Sold 03/29/2022",1107600,4899,3476,"0.416",1,1
4511,5,"0",651500,"Sold 03/29/2022",705500,3072,2271,"0.325",1,1
4512,5,"3",702000,"Sold 03/28/2022",687400,3062,2834,"6534",1,2
4513,5,"2",445500,"Sold 03/28/2022",436200,2550,2000,"2178",1,2
4514,5,"2.5",388000,"Sold 03/25/2022",380300,2500,2000,"2178",1,2
4515,5,"2",453500,"Sold 03/25/2022",444400,2550,2000,"2178",1,2
4516,5,"2",443000,"Sold 03/24/2022",434300,2550,1992,"2178",1,2
4517,5,"3",1500,"Sold 03/23/2022",918100,3987,2573,"10",1,1
4518,5,"3.5",503000,"Sold 03/23/2022",493200,2250,2304,"2613",1,2
4519,5,"4",893372,"Sold 03/23/2022",876200,3907,3412,"0.548",1,1
4520,5,"2.5",413000,"Sold 03/17/2022",405700,2500,2000,"3920",1,2
4521,2,"3",2600000,"Sold 03/16/2022",1857400,8075,2590,"36",1,1
4522,2,"2",650000,"Sold 03/16/2022",1857400,3464,2416,"2.20399449",1,1
4523,2,"2",759500,"Sold 03/14/2022",746700,3332,2416,"0.339990817",1,1
4524,3,"2",500000,"Sold 03/11/2022",489800,2072,1506,"8276.4",1,2
4525,5,"4",807000,"Sold 03/11/2022",794100,3545,3252,"5227.2",1,2
4526,5,"4",807000,"Sold 03/11/2022",792400,3520,3220,"5227",1,2
4527,6,"5",1000000,"Sold 03/08/2022",984900,4399,4559,"0.25",1,1
4528,4,"3",750000,"Sold 03/04/2022",739500,3304,2789,"6534",1,2
4529,5,"5",1450000,"Sold 03/04/2022",1428500,6381,4344,"0.34",1,1
4530,4,"3",736000,"Sold 02/28/2022",726700,3248,3287,"0.29",1,1
4531,4,"3",620000,"Sold 02/28/2022",612100,2400,2477,"10454.4",1,2
4532,3,"2.5",360000,"Sold 02/28/2022",355400,2244,2550,"1742",1,2
4533,3,"3",1000000,"Sold 02/28/2022",1098900,4832,2613,"2.8",1,1
4534,3,"3",596000,"Sold 02/28/2022",588400,2350,2127,"3484.8",1,2
4535,2,"2",625000,"Sold 02/28/2022",617100,2299,2068,"6534",1,2
4536,2,"3.5",767500,"Sold 02/28/2022",757800,3387,5379,"0.25",1,1
4537,2,"3.5",924500,"Sold 02/28/2022",912800,4081,5207,"9583",1,2
4538,4,"4",561561,"Sold 02/28/2022",670600,3098,3225,"5662.8",1,2
4539,3,"2",725000,"Sold 02/25/2022",716700,3205,1565,"1.72",1,1
4540,2,"1",225000,"Sold 05/12/2023",210700,1563,1346,"2",1,1
4541,4,"3",500000,"Sold 05/11/2023",520900,2826,2175,"0.31",1,1
4542,3,"2",376000,"Sold 05/11/2023",357313,1800,1441,"8276.4",1,2
4543,4,"5",1295000,"Sold 05/10/2023",1296900,6488,4298,"0.47",1,1
4544,4,"3",632000,"Sold 05/08/2023",632500,2792,2859,"0.51",1,1
4545,4,"4",649900,"Sold 05/05/2023",649900,3244,3892,"1.153",1,1
4546,5,"4",575000,"Sold 05/05/2023",575000,3262,3165,"0.589",1,1
4547,3,"2",418500,"Sold 05/04/2023",418500,1841,1581,"1.22",1,1
4548,3,"2",401000,"Sold 05/03/2023",401000,1999,1844,"10018.8",1,2
4549,3,"2",350000,"Sold 05/03/2023",350000,1942,1609,"0.46",1,1
4550,3,"2",425000,"Sold 05/02/2023",426300,2027,1903,"0.66",1,1
4551,3,"3",525000,"Sold 05/02/2023",526600,2809,2204,"0.354",1,1
4552,3,"3",345000,"Sold 05/01/2023",346200,1849,1537,"10018.8",1,2
4553,4,"5",1150000,"Sold 05/01/2023",1153900,5341,4092,"12.97",1,1
4554,5,"3",537000,"Sold 04/28/2023",539400,3399,3235,"0.26",1,1
4555,2,"2",225000,"Sold 04/27/2023",484600,1839,1200,"7.069995409",1,1
4556,4,"3",395000,"Sold 04/27/2023",396900,2109,1961,"0.42",1,1
4557,5,"6",840000,"Sold 04/27/2023",844000,4099,4477,"0.462",1,1
4558,3,"2",385000,"Sold 04/27/2023",386900,1845,1294,"0.36",1,1
4559,4,"3",440000,"Sold 04/24/2023",442600,2657,2014,"10018.8",1,2
4560,3,"3",450000,"Sold 04/21/2023",453100,2844,2230,"10018.8",1,2
4561,3,"3",364900,"Sold 04/21/2023",367500,1800,1542,"10454.4",1,2
4562,4,"2",365000,"Sold 04/21/2023",367500,1924,1863,"0.44",1,1
4563,5,"3",575000,"Sold 04/20/2023",579200,2450,2629,"0.47",1,1
4564,3,"3",350000,"Sold 04/19/2023",352700,1825,1504,"9757.44",1,2
4565,4,"3",387000,"Sold 04/19/2023",419300,2145,2088,"0.35",1,1
4566,4,"2",420000,"Sold 04/18/2023",423300,2566,1974,"4007",1,2
4567,3,"2",550000,"Sold 04/17/2023",554600,2100,2279,"0.95",1,1
4568,3,"3",490000,"Sold 04/14/2023",494600,2650,2079,"0.87",1,1
4569,3,"2",410000,"Sold 04/14/2023",413800,2100,2559,"0.583",1,1
4570,3,"2",340000,"Sold 04/13/2023",343300,1800,1469,"0.37",1,1
4571,3,"2",325000,"Sold 04/12/2023",328300,1949,1718,"0.46",1,1
4572,4,"4",730000,"Sold 04/12/2023",737300,3580,3397,"10454.4",1,2
4573,3,"3",472000,"Sold 04/11/2023",485000,2149,2635,"0.378",1,1
4574,5,"3",500,"Sold 04/11/2023",499300,3258,3384,"10149",1,2
4575,3,"3",400000,"Sold 04/06/2023",404900,2686,2353,"0.459",1,1
4576,3,"2",375000,"Sold 04/06/2023",379600,1825,1627,"8276.4",1,2
4577,3,"2",3500,"Sold 04/05/2023",305100,1840,1499,"0.497979798",1,1
4578,3,"2",340000,"Sold 04/05/2023",344300,1700,1234,"5183.64",1,2
4579,3,"2",340000,"Sold 04/04/2023",344400,2668,2308,"0.72",1,1
4580,3,"2",350000,"Sold 03/31/2023",354900,1834,1473,"0.69",1,1
4581,3,"2",342000,"Sold 03/31/2023",346800,1947,1766,"2.01",1,1
4582,2,"2",369900,"Sold 03/30/2023",375300,1919,1117,"0.293",1,1
4583,4,"3",425000,"Sold 03/30/2023",431100,2262,2385,"0.32",1,1
4584,3,"3",375000,"Sold 03/30/2023",380400,1841,1456,"0.735",1,1
4585,3,"3",470000,"Sold 03/30/2023",476600,2269,2660,"3.57",1,1
4586,4,"3",765000,"Sold 03/30/2023",775900,3768,2867,"3.334",1,1
4587,4,"3",455000,"Sold 03/29/2023",461600,2145,2135,"0.46",1,1
4588,3,"2",290000,"Sold 03/29/2023",322600,1575,1190,"0.45",1,1
4589,3,"3",389800,"Sold 03/24/2023",396000,1954,1903,"10454.4",1,2
4590,3,"2",350000,"Sold 03/23/2023",281400,1919,1614,"0.95",1,1
4591,4,"3",452000,"Sold 03/22/2023",459100,2394,2407,"10062.36",1,2
4592,4,"4",779000,"Sold 03/22/2023",791200,3845,3066,"10018",1,2
4593,3,"2",394000,"Sold 03/21/2023",400300,1898,1620,"0.52",1,1
4594,3,"2",320000,"Sold 03/17/2023",325300,1849,1493,"0.46",1,1
4595,3,"2",385000,"Sold 03/17/2023",391400,1999,1848,"0.469995409",1,1
4596,3,"2",215000,"Sold 03/16/2023",200000,1500,1099,"0.9",1,1
4597,3,"2",310000,"Sold 03/16/2023",315100,1550,1208,"0.5",1,1
4598,4,"3",395000,"Sold 03/16/2023",401600,2269,2407,"6098.4",1,2
4599,4,"4",472500,"Sold 03/15/2023",488100,2450,2357,"0.25",1,1
4600,4,"2",375000,"Sold 03/14/2023",381700,2725,2522,"0.77",1,1
4601,4,"3",525000,"Sold 03/10/2023",534400,2500,1980,"0.57",1,1
4602,2,"1.5",103000,"Sold 03/10/2023",249600,1650,1404,"1.095982553",1,1
4603,2,"2",287500,"Sold 03/10/2023",292600,1791,1300,"1.839",1,1
4604,2,"2",320000,"Sold 03/08/2023",325800,1594,1177,"5662.8",1,2
4605,3,"2",370000,"Sold 03/07/2023",376800,2318,1950,"0.969995409",1,1
4606,3,"2",332000,"Sold 03/06/2023",338200,1794,1429,"5227.2",1,2
4607,3,"2.5",345000,"Sold 03/06/2023",491900,3593,3030,"0.270982553",1,1
4608,4,"3",400000,"Sold 03/06/2023",407400,1849,1706,"2.6",1,1
4609,3,"2.5",260000,"Sold 03/03/2023",406900,2740,2184,"0.550987144",1,1
4610,4,"3",330000,"Sold 03/03/2023",356200,2340,2446,"1.682988981",1,1
4611,3,"3",404000,"Sold 03/03/2023",411700,1859,1577,"10018.8",1,2
4612,2,"2",325000,"Sold 03/02/2023",331300,1667,1208,"5532.12",1,2
4613,4,"2",432000,"Sold 02/28/2023",440400,2187,2188,"3.189",1,1
4614,3,"2",295000,"Sold 02/28/2023",300700,1825,1525,"0.71",1,1
4615,4,"3",500000,"Sold 02/28/2023",509700,2450,2412,"3.33",1,1
4616,3,"3",260000,"Sold 02/27/2023",200000,1845,1835,"0.5",1,1
4617,3,"3",375000,"Sold 02/27/2023",382300,1825,1738,"0.37",1,1
4618,3,"3",345000,"Sold 02/24/2023",351800,1849,1629,"9583.2",1,2
4619,3,"3",310000,"Sold 02/23/2023",316100,1849,1549,"9147.6",1,2
4620,3,"2",350000,"Sold 02/23/2023",356900,1780,1343,"0.46",1,1
4621,4,"3",529000,"Sold 02/22/2023",539900,2450,2446,"9583.2",1,2
4622,5,"4",95000,"Sold 02/22/2023",96900,3711,3574,"0.5",1,1
4623,2,"2",290000,"Sold 02/21/2023",295700,1811,1247,"0.46",1,1
4624,3,"3",395000,"Sold 02/17/2023",402800,1968,1728,"0.46",1,1
4625,3,"2",377450,"Sold 02/17/2023",385000,1900,1680,"0.46",1,1
4626,3,"2",300000,"Sold 02/17/2023",305900,1800,1370,"0.475",1,1
4627,3,"3",468000,"Sold 02/16/2023",462300,2450,1946,"0.28",1,1
4628,3,"2.5",362000,"Sold 02/16/2023",369200,1893,1513,"0.360996327",1,1
4629,3,"3",362000,"Sold 02/16/2023",369200,1849,1641,"0.46",1,1
4630,4,"3",460000,"Sold 02/16/2023",469100,3424,3081,"0.3",1,1
4631,4,"3",560000,"Sold 02/16/2023",571100,3399,3251,"10018.8",1,2
4632,3,"3",680000,"Sold 02/14/2023",693500,3370,3211,"0.557",1,1
4633,3,"3",379000,"Sold 02/07/2023",386600,2094,2290,"0.512",1,1
4634,3,"2",280000,"Sold 02/02/2023",285700,1770,1300,"0.7",1,1
4635,3,"3",400000,"Sold 01/31/2023",408100,2450,1941,"0.406",1,1
4636,3,"2",390000,"Sold 01/31/2023",397900,1841,1625,"0.6",1,1
4637,4,"3",390000,"Sold 01/31/2023",397900,2145,0,"8276.4",1,2
4638,3,"2",315000,"Sold 01/27/2023",321300,1590,1149,"0.46",1,1
4639,1,"1",310000,"Sold 01/26/2023",316100,1687,1296,"1.791988062",1,1
4640,5,"4",560000,"Sold 01/26/2023",571100,3639,3738,"0.83",1,1
4641,4,"3",416000,"Sold 01/24/2023",462300,2340,2430,"0.54",1,1
4642,3,"2",427500,"Sold 01/17/2023",435700,2650,2149,"1.14",1,1
4643,3,"3",299000,"Sold 01/17/2023",304700,1841,1485,"0.47",1,1
4644,3,"2",350000,"Sold 01/17/2023",356700,1799,1418,"5619.24",1,2
4645,3,"3",314600,"Sold 01/10/2023",320800,1849,1545,"0.26",1,1
4646,3,"2",328500,"Sold 01/10/2023",334600,1741,1307,"0.48",1,1
4647,3,"2",370000,"Sold 01/09/2023",376800,1884,1740,"1.03",1,1
4648,3,"3",415000,"Sold 01/06/2023",422500,2250,1930,"0.94",1,1
4649,5,"4",785000,"Sold 01/05/2023",799200,3929,4561,"0.823",1,1
4650,4,"3",470000,"Sold 01/04/2023",478500,3399,3102,"0.27",1,1
4651,4,"4",415985,"Sold 01/03/2023",423500,3816,3071,"7405.2",1,2
4652,3,"2",300000,"Sold 12/30/2022",305200,1831,1436,"0.57",1,1
4653,4,"3",438438,"Sold 12/29/2022",446100,2450,2455,"0.42",1,1
4654,3,"2",374900,"Sold 12/28/2022",381500,1794,1320,"0.83",1,1
4655,3,"2",285000,"Sold 12/27/2022",289900,1727,1455,"0.28",1,1
4656,3,"3",510000,"Sold 12/22/2022",518300,2145,2483,"0.391",1,1
4657,4,"4",461000,"Sold 12/22/2022",468500,3610,3250,"10018.8",1,2
4658,3,"3",347500,"Sold 12/21/2022",353100,1846,1632,"0.34",1,1
4659,3,"4",600000,"Sold 12/21/2022",609700,3800,3421,"1.07",1,1
4660,3,"2",270000,"Sold 12/21/2022",279800,1791,1533,"0.63",1,1
4661,3,"3",330000,"Sold 12/19/2022",335300,1846,1604,"0.26",1,1
4662,4,"3",800000,"Sold 12/19/2022",111800,2900,2641,"1.23",1,1
4663,4,"3",449000,"Sold 12/16/2022",456000,3399,2922,"0.27",1,1
4664,5,"3",460000,"Sold 12/15/2022",467100,2838,2365,"0.33",1,1
4665,3,"2",356000,"Sold 12/15/2022",361500,1780,1356,"0.31",1,1
4666,3,"3",440000,"Sold 12/14/2022",446700,2100,2297,"0.423",1,1
4667,3,"3",490000,"Sold 12/14/2022",497500,2870,2599,"0.39",1,1
4668,3,"1.5",203000,"Sold 12/12/2022",206000,1535,1136,"0.302984389",1,1
4669,3,"2",440000,"Sold 12/12/2022",446600,1999,1894,"2.53",1,1
4670,3,"2",320000,"Sold 12/12/2022",324800,1939,1713,"0.81",1,1
4671,4,"3",335000,"Sold 12/09/2022",339900,2194,2291,"0.454",1,1
4672,3,"2.5",120000,"Sold 12/08/2022",402300,1994,1874,"1.189990817",1,1
4673,3,"3",399000,"Sold 12/08/2022",404700,2077,2101,"6098.4",1,2
4674,5,"4",430000,"Sold 12/08/2022",436200,2999,2963,"6534",1,2
4675,4,"4",874000,"Sold 12/06/2022",886300,4311,4257,"2.29",1,1
4676,3,"2",349000,"Sold 12/02/2022",353700,1859,1563,"0.275",1,1
4677,3,"3",435000,"Sold 12/02/2022",440900,1999,1778,"0.898989899",1,1
4678,4,"3",496775,"Sold 11/30/2022",503600,3639,2916,"0.58",1,1
4679,3,"2",490000,"Sold 11/29/2022",496400,2045,2092,"2.54",1,1
4680,2,"2",565000,"Sold 11/28/2022",572300,2684,2375,"0.92",1,1
4681,3,"1",150000,"Sold 11/23/2022",307000,1668,1740,"1.596992654",1,1
4682,3,"2",292000,"Sold 11/23/2022",295500,1594,1248,"0.47",1,1
4683,3,"2",272500,"Sold 11/22/2022",275700,1800,1395,"0.26",1,1
4684,4,"3",485000,"Sold 11/22/2022",490700,2495,2805,"10454.4",1,2
4685,4,"1.5",250000,"Sold 11/21/2022",393800,1999,1578,"0.550987144",1,1
4686,3,"3",399000,"Sold 11/21/2022",403700,1854,1694,"9147.6",1,2
4687,4,"3",430000,"Sold 11/21/2022",435000,1944,1710,"0.482",1,1
4688,3,"2",336000,"Sold 11/21/2022",339900,1575,1202,"0.644",1,1
4689,3,"3",425000,"Sold 11/21/2022",430000,2028,1901,"1.3",1,1
4690,3,"2",435000,"Sold 11/18/2022",439900,1840,1453,"1.4",1,1
4691,3,"2",292000,"Sold 11/18/2022",295300,1724,1324,"0.591",1,1
4692,3,"2",370000,"Sold 11/16/2022",373000,1825,1521,"1",1,1
4693,4,"3",393600,"Sold 11/15/2022",413100,2194,2295,"6098.4",1,2
4694,5,"4",615000,"Sold 11/10/2022",620100,3711,4127,"1.417",1,1
4695,3,"2",272500,"Sold 11/10/2022",274700,1837,1440,"0.45",1,1
4696,3,"2",320000,"Sold 11/10/2022",322600,1759,1355,"2",1,1
4697,4,"3",450000,"Sold 11/09/2022",453700,3593,3102,"0.31",1,1
4698,4,"5",665000,"Sold 11/08/2022",670500,3260,3665,"0.69",1,1
4699,3,"2",365000,"Sold 11/08/2022",368000,1849,1513,"0.53",1,1
4700,3,"2",340000,"Sold 11/07/2022",342800,1825,1426,"0.55",1,1
4701,3,"2",428500,"Sold 11/07/2022",438600,2025,2070,"0.73",1,1
4702,4,"2",450000,"Sold 11/04/2022",454900,2028,1842,"2.7",1,1
4703,3,"2",390000,"Sold 11/03/2022",394200,1874,1600,"0.51",1,1
4704,3,"2",345000,"Sold 11/03/2022",348700,1875,1690,"0.46",1,1
4705,3,"2",380000,"Sold 11/03/2022",384100,1817,1633,"6969.6",1,2
4706,4,"3",560000,"Sold 11/01/2022",565900,2739,2541,"1.11",1,1
4707,3,"1.5",190000,"Sold 10/31/2022",191900,1535,1186,"0.277984389",1,1
4708,3,"2",230000,"Sold 10/29/2022",232200,1944,1711,"0.45",1,1
4709,3,"2",374900,"Sold 10/28/2022",378700,1941,1733,"0.59",1,1
4710,3,"2",340000,"Sold 10/28/2022",343300,1800,1346,"0.65",1,1
4711,3,"2",334000,"Sold 10/28/2022",337300,1825,1464,"0.51",1,1
4712,3,"3",450000,"Sold 10/27/2022",454300,1895,1873,"0.48",1,1
4713,3,"2",102500,"Sold 10/26/2022",335800,1724,1400,"0.691988062",1,1
4714,3,"2",375000,"Sold 10/26/2022",378500,1825,1523,"0.54",1,1
4715,5,"4",710000,"Sold 10/21/2022",716100,3467,4075,"0.702",1,1
4716,4,"5",990000,"Sold 10/20/2022",998400,4833,5495,"2.2",1,1
4717,4,"4",460000,"Sold 10/18/2022",463800,2770,2442,"0.7",1,1
4718,3,"2",315000,"Sold 10/14/2022",317400,1849,1130,"0.52",1,1
4719,4,"2",450000,"Sold 10/14/2022",453400,2194,2061,"0.84",1,1
4720,3,"3",420000,"Sold 10/13/2022",423100,2684,2164,"0.76",1,1
4721,3,"2",359500,"Sold 10/13/2022",362200,1800,1377,"0.69",1,1
4722,3,"1",270000,"Sold 10/12/2022",272000,1500,1045,"0.492",1,1
4723,3,"2",370000,"Sold 10/07/2022",372400,1900,1910,"2.06",1,1
4724,4,"3",575000,"Sold 10/06/2022",577700,3399,3130,"0.26",1,1
4725,5,"2",438000,"Sold 09/30/2022",439700,2231,2489,"0.46",1,1
4726,2,"2",325000,"Sold 09/30/2022",326300,1724,1364,"6490.44",1,2
4727,3,"3",420000,"Sold 09/29/2022",421600,2658,2174,"0.47",1,1
4728,3,"3",400000,"Sold 09/28/2022",401500,2100,2385,"0.3",1,1
4729,4,"5",925000,"Sold 09/28/2022",928400,4496,4520,"0.59",1,1
4730,3,"2",400000,"Sold 09/27/2022",401400,2100,2362,"0.497",1,1
4731,5,"4",765000,"Sold 09/26/2022",767700,3717,3490,"0.45",1,1
4732,3,"2",370000,"Sold 09/23/2022",371200,1800,1452,"0.51",1,1
4733,3,"1",265000,"Sold 09/23/2022",265800,1500,1070,"1.92",1,1
4734,4,"3",450000,"Sold 09/23/2022",451400,2879,2193,"0.269",1,1
4735,3,"3",601500,"Sold 09/23/2022",603400,2870,2514,"9147.6",1,2
4736,4,"3",504900,"Sold 09/23/2022",506500,2781,2532,"0.306",1,1
4737,4,"3",400000,"Sold 09/22/2022",401200,1895,1873,"0.37",1,1
4738,4,"3",565000,"Sold 09/22/2022",566700,2969,2780,"10454",1,2
4739,4,"3",564900,"Sold 09/22/2022",566600,3300,2820,"10410.84",1,2
4740,4,"3",523000,"Sold 09/21/2022",524600,2495,2807,"0.7",1,1
4741,3,"2",345000,"Sold 09/20/2022",346000,1955,1148,"0.49",1,1
4742,3,"2",230000,"Sold 09/20/2022",230700,1949,1598,"0.47",1,1
4743,5,"5",650000,"Sold 09/19/2022",651600,3155,4260,"0.42",1,1
4744,5,"3",232000,"Sold 09/19/2022",538000,2969,2820,"0.266988062",1,1
4745,4,"3",670000,"Sold 09/19/2022",671800,3280,2500,"2.44",1,1
4746,5,"4",540000,"Sold 09/16/2022",541300,3750,3480,"0.26",1,1
4747,3,"3",425000,"Sold 09/15/2022",426000,1886,1844,"0.26",1,1
4748,3,"3",485000,"Sold 09/15/2022",486100,3688,3016,"4399",1,2
4749,3,"3",405000,"Sold 09/14/2022",405900,1859,1832,"0.642",1,1
4750,3,"3",367500,"Sold 09/14/2022",368300,1800,1496,"0.292",1,1
4751,3,"3",388000,"Sold 09/14/2022",388800,1999,1896,"0.326",1,1
4752,4,"2",451000,"Sold 09/09/2022",475800,2836,2316,"0.36",1,1
4753,3,"2",395000,"Sold 09/07/2022",395600,1846,1561,"0.46",1,1
4754,2,"1",370000,"Sold 09/06/2022",340400,1535,1176,"5.38",1,1
4755,3,"2",327000,"Sold 09/02/2022",335300,1834,1473,"0.677",1,1
4756,3,"3",350000,"Sold 09/01/2022",350300,1999,1725,"0.77",1,1
4757,4,"3",375000,"Sold 09/01/2022",375300,2781,2060,"0.48",1,1
4758,3,"3",565000,"Sold 08/31/2022",565400,2725,2611,"0.58",1,1
4759,3,"2",207000,"Sold 08/31/2022",380600,1949,1740,"0.45697888",1,1
4760,3,"4",725000,"Sold 08/31/2022",725500,3511,3372,"0.82",1,1
4761,5,"3",689500,"Sold 08/31/2022",690000,3340,3316,"0.286983471",1,1
4762,3,"2",445000,"Sold 08/30/2022",445300,1841,1328,"0.294995409",1,1
4763,3,"2",444900,"Sold 08/30/2022",402700,2094,2006,"0.295",1,1
4764,3,"2",365000,"Sold 08/26/2022",365200,1999,1983,"1.14",1,1
4765,4,"3",467300,"Sold 08/25/2022",467700,2450,2723,"9583.2",1,2
4766,3,"3",422000,"Sold 08/25/2022",422200,2640,2037,"5445",1,2
4767,5,"3",500000,"Sold 08/25/2022",500200,3153,3389,"0.26",1,1
4768,3,"2",335000,"Sold 08/24/2022",335100,1966,1700,"0.48",1,1
4769,3,"3",400000,"Sold 08/23/2022",400100,2725,2244,"0.61",1,1
4770,3,"2",350000,"Sold 08/22/2022",350100,1994,1940,"0.476",1,1
4771,4,"3",559900,"Sold 08/19/2022",553900,2949,2852,"10018.8",1,2
4772,4,"3",665000,"Sold 08/18/2022",665000,3221,2861,"0.3",1,1
4773,3,"3",499000,"Sold 08/16/2022",498900,2770,2547,"0.72",1,1
4774,3,"2",325000,"Sold 08/16/2022",324900,1840,1402,"0.93",1,1
4775,4,"3",490000,"Sold 08/16/2022",490000,2194,2330,"9234.72",1,2
4776,4,"3",470000,"Sold 08/15/2022",469900,2840,2507,"0.26",1,1
4777,3,"4",440000,"Sold 08/15/2022",439900,3117,2758,"1.68",1,1
4778,3,"3",340000,"Open: Sat. 12-4pm",401986,2045,1920,"10018.8",1,2
4779,3,"3",509500,"Sold 08/12/2022",509300,2145,2590,"10018.8",1,2
4780,3,"3",364500,"Sold 08/11/2022",364300,1949,1320,"0.488",1,1
4781,3,"2",315000,"Sold 08/11/2022",314900,1619,1249,"0.46",1,1
4782,5,"3",495000,"Sold 08/11/2022",494800,3099,3210,"0.268",1,1
4783,3,"2",250000,"Sold 08/10/2022",249900,1830,1482,"0.529981635",1,1
4784,3,"2",300000,"Sold 08/08/2022",299800,1645,1136,"0.58",1,1
4785,5,"3",440000,"Sold 08/08/2022",439700,2149,2065,"6098.4",1,2
4786,3,"2",350000,"Sold 08/05/2022",349700,1933,1320,"0.41",1,1
4787,3,"2",345000,"Sold 08/05/2022",344700,1800,1376,"5662.8",1,2
4788,3,"2",295000,"Sold 08/05/2022",355500,1800,1456,"2.568985308",1,1
4789,4,"3",450000,"Sold 08/05/2022",449600,2566,2714,"10018.8",1,2
4790,3,"2",400000,"Sold 08/04/2022",399700,2686,2446,"0.49",1,1
4791,3,"2",427000,"Sold 08/02/2022",426600,1949,1768,"1.08",1,1
4792,3,"3",485000,"Sold 07/29/2022",441200,2500,1977,"1.445",1,1
4793,4,"3",470000,"Sold 07/29/2022",469500,2180,2169,"1.98",1,1
4794,4,"2",450000,"Sold 07/29/2022",449500,2149,1978,"10018.8",1,2
4795,3,"2",320000,"Sold 07/26/2022",319700,1999,1679,"0.459",1,1
4796,3,"2",385000,"Sold 07/25/2022",384600,1884,1775,"0.539990817",1,1
4797,4,"4",776000,"Sold 07/25/2022",775200,3760,3315,"0.393",1,1
4798,3,"3",729000,"Sold 07/22/2022",728200,3533,2424,"0.697",1,1
4799,3,"2",296000,"Sold 07/22/2022",295700,1700,1198,"0.587",1,1
4800,3,"3",519000,"Sold 07/21/2022",460300,2100,2484,"0.917998164",1,1
4801,3,"2",316500,"Sold 07/21/2022",316200,1594,1232,"0.48",1,1
4802,3,"2",350000,"Sold 07/21/2022",349600,1700,1330,"0.53",1,1
4803,4,"3",519000,"Sold 07/21/2022",451600,2094,1900,"2.34",1,1
4804,4,"3",450000,"Sold 07/20/2022",449500,2145,2092,"0.933",1,1
4805,4,"3",842000,"Sold 07/20/2022",841100,4081,3165,"10454.4",1,2
4806,3,"3",417500,"Sold 07/19/2022",417000,1895,1748,"0.28",1,1
4807,4,"3",453500,"Sold 07/15/2022",453000,2840,2448,"0.933999082",1,1
4808,3,"2.5",340000,"Sold 07/15/2022",397700,1994,1875,"0.529981635",1,1
4809,3,"4",688500,"Sold 07/15/2022",687700,3339,3320,"0.78",1,1
4810,3,"3",530000,"Sold 07/15/2022",529400,2781,2862,"0.64",1,1
4811,2,"2",320000,"Sold 07/15/2022",319600,1700,1359,"4922.28",1,2
4812,3,"2",397000,"Sold 07/14/2022",396600,1999,1850,"0.54",1,1
4813,3,"2",325000,"Sold 07/13/2022",324600,1694,1299,"5052.96",1,2
4814,3,"4",650000,"Sold 07/13/2022",678600,4495,3900,"1.14",1,1
4815,3,"3",400000,"Sold 07/12/2022",399500,1800,1465,"10018.8",1,2
4816,3,"2",300000,"Sold 07/12/2022",299700,1594,1196,"0.466",1,1
4817,4,"3",500000,"Sold 07/12/2022",499400,2700,2177,"1.2",1,1
