props.dateSold,props.propertyType,props.lotAreaValue,props.address,props.variableData.text,props.variableData.type,props.zestimate,props.imgSrc,props.price,props.bedrooms,props.contingentListingType,props.longitude,props.latitude,props.listingStatus,props.zpid,props.rentZestimate,props.daysOnZillow,props.bathrooms,props.livingArea,props.country,props.currency,props.lotAreaUnit,props.hasImage
1678089600000,SINGLE_FAMILY,7623,"1313 Magic Hollow Rd, Durham, NC 27713",Sold 03/06/2023,RECENTLY_SOLD,595900,https://photos.zillowstatic.com/fp/e6034d07515923e75cd3e75b1b42c487-p_e.jpg,585000,3,,-78.940216,35.86676,RECENTLY_SOLD,242010432,2299,-1,2,1996,USA,USD,sqft,TRUE
1677830400000,SINGLE_FAMILY,6534,"4908 Tapestry Ter, Durham, NC 27713",Sold 03/03/2023,RECENTLY_SOLD,460100,https://photos.zillowstatic.com/fp/5802feefc44be4b2dbdc5bbdfa6f7164-p_e.jpg,451500,3,,-78.93163,35.93918,RECENTLY_SOLD,80197518,2299,-1,3,2041,USA,USD,sqft,TRUE
1677744000000,SINGLE_FAMILY,0.26,"4036 Booker Ave, Durham, NC 27713",Sold 03/02/2023,RECENTLY_SOLD,344800,https://photos.zillowstatic.com/fp/d6890d3c98f2dab6df82ad7e9d479f56-p_e.jpg,352000,3,,-78.905785,35.94702,RECENTLY_SOLD,49990850,2250,-1,2,1971,USA,USD,acres,TRUE
1677744000000,SINGLE_FAMILY,0.28,"104 Hemmingwood Dr, Durham, NC 27713",Sold 03/02/2023,RECENTLY_SOLD,373100,https://photos.zillowstatic.com/fp/6756ba97c04e989c09d9fba9eaa24a92-p_e.jpg,366000,3,,-78.92466,35.9246,RECENTLY_SOLD,50000361,2122,-1,3,1503,USA,USD,acres,TRUE
1677744000000,SINGLE_FAMILY,4791.6,"8 Byerly Ct, Durham, NC 27713",Sold 03/02/2023,RECENTLY_SOLD,326200,https://photos.zillowstatic.com/fp/56fa15ca13419e5bfcae64a96af2e12b-p_e.jpg,320000,3,,-78.913475,35.919617,RECENTLY_SOLD,50000531,1794,-1,2,1186,USA,USD,sqft,TRUE
1677744000000,SINGLE_FAMILY,6098,"1318 Bradburn Dr, Durham, NC 27713",Sold 03/02/2023,RECENTLY_SOLD,755500,https://photos.zillowstatic.com/fp/c5807fac3608c7c7b247f9a1feb23e85-p_e.jpg,578000,5,,-78.95557,35.87945,RECENTLY_SOLD,305927933,3682,-1,4,3241,USA,USD,sqft,TRUE
1677657600000,SINGLE_FAMILY,5357.88,"624 Ashford Ln, Durham, NC 27713",Sold 03/01/2023,RECENTLY_SOLD,339000,https://photos.zillowstatic.com/fp/6185c008771084a4be551738c3b272c6-p_e.jpg,332500,3,,-78.925514,35.938007,RECENTLY_SOLD,49999503,1947,-1,2,1116,USA,USD,sqft,TRUE
1677657600000,SINGLE_FAMILY,0.28,"4804 Fortunes Ridge Dr, Durham, NC 27713",Sold 03/01/2023,RECENTLY_SOLD,418000,https://photos.zillowstatic.com/fp/1d37cfea4d3363ecf560e4d1b5c77dd6-p_e.jpg,410000,3,,-78.92718,35.928486,RECENTLY_SOLD,50000992,2023,-1,3,1427,USA,USD,acres,TRUE
1677571200000,SINGLE_FAMILY,6098.4,"117 Legacy Ln, Durham, NC 27713",Sold 02/28/2023,RECENTLY_SOLD,408800,https://photos.zillowstatic.com/fp/ffaa826d546c0b0f9d86af81f1ce064d-p_e.jpg,401000,3,,-78.93224,35.920933,RECENTLY_SOLD,50001210,2199,-1,3,1764,USA,USD,sqft,TRUE
1677571200000,SINGLE_FAMILY,0.79,"1021 Wedgewood Ln, Durham, NC 27713",Sold 02/28/2023,RECENTLY_SOLD,407800,https://photos.zillowstatic.com/fp/04bda34cd4393e03bbb93617c6ec0bef-p_e.jpg,400000,3,,-78.90088,35.918373,RECENTLY_SOLD,50004492,1913,-1,2,1443,USA,USD,acres,TRUE
1677571200000,SINGLE_FAMILY,6098.4,"1106 Magic Hollow Rd, Durham, NC 27713",Sold 02/28/2023,RECENTLY_SOLD,688100,https://photos.zillowstatic.com/fp/59976485ef825ec90f5d7867c7d6ec1b-p_e.jpg,675000,4,,-78.940254,35.870747,RECENTLY_SOLD,124725855,3360,-1,4,3174,USA,USD,sqft,TRUE
1677484800000,SINGLE_FAMILY,0.8629935721,"4110 S Alston Ave, Durham, NC 27713",Sold 02/27/2023,RECENTLY_SOLD,336500,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=35.91794967651367,-78.88948822021484&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=K0qe7PVsyBH6mEA-xyYm5-PiMto=",350000,2,,-78.88949,35.91795,RECENTLY_SOLD,50005954,1650,-1,1,1166,USA,USD,acres,
1677484800000,SINGLE_FAMILY,5227.2,"1016 Southwest Dr, Durham, NC 27713",Sold 02/27/2023,RECENTLY_SOLD,406800,https://photos.zillowstatic.com/fp/38aa7763263b083a5f0b669698c888ef-p_e.jpg,399000,3,,-78.92084,35.93125,RECENTLY_SOLD,59712053,2175,-1,3,1774,USA,USD,sqft,TRUE
1677225600000,SINGLE_FAMILY,10018,"816 Cook Rd, Durham, NC 27713",Sold 02/24/2023,RECENTLY_SOLD,188600,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=35.949405670166016,-78.91778564453125&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=pEROgHGAVaf4_QujjzHKLX3gS28=",185000,2,,-78.917786,35.949406,RECENTLY_SOLD,49999558,1419,-1,1,696,USA,USD,sqft,
1677225600000,SINGLE_FAMILY,0.51,"1109 Queensbury Cir, Durham, NC 27713",Sold 02/24/2023,RECENTLY_SOLD,654600,https://photos.zillowstatic.com/fp/f76fe21a688b662757014dfdb5203572-p_e.jpg,642000,4,,-78.92383,35.879295,RECENTLY_SOLD,50002179,3178,-1,3,2857,USA,USD,acres,TRUE
1677052800000,SINGLE_FAMILY,0.25,"808 S Bend Dr, Durham, NC 27713",Sold 02/22/2023,RECENTLY_SOLD,739200,https://photos.zillowstatic.com/fp/1d5af5e5d00985215ade66d9e3c916cf-p_e.jpg,725000,3,,-78.946815,35.88226,RECENTLY_SOLD,109895284,3590,-1,3,3176,USA,USD,acres,TRUE
1676966400000,SINGLE_FAMILY,0.64,"106 Overby Dr, Durham, NC 27713",Sold 02/21/2023,RECENTLY_SOLD,351800,https://photos.zillowstatic.com/fp/04209db1e7ac09b11a5f51bfe37d0658-p_e.jpg,345000,4,,-78.91914,35.939865,RECENTLY_SOLD,49999847,2293,-1,2,2030,USA,USD,acres,TRUE
1676966400000,SINGLE_FAMILY,10018.8,"5401 Fortunes Ridge Dr, Durham, NC 27713",Sold 02/21/2023,RECENTLY_SOLD,399200,https://photos.zillowstatic.com/fp/074cd53678931c03f51e382e6727566a-p_e.jpg,395000,3,,-78.92557,35.92669,RECENTLY_SOLD,50000849,2039,-1,3,1592,USA,USD,sqft,TRUE
1676966400000,SINGLE_FAMILY,9452.52,"118 Nuttree Way, Durham, NC 27713",Sold 02/21/2023,RECENTLY_SOLD,535300,https://photos.zillowstatic.com/fp/7ae4755c794918c45e2359c03eccb7d6-p_e.jpg,525000,4,,-78.93115,35.92237,RECENTLY_SOLD,50001597,3140,-1,3,3225,USA,USD,sqft,TRUE
1676966400000,SINGLE_FAMILY,0.286,"1211 Queensbury Cir, Durham, NC 27713",Sold 02/21/2023,RECENTLY_SOLD,497600,https://photos.zillowstatic.com/fp/b8a71196d84b71a10baf20e0c7881cde-p_e.jpg,488900,4,,-78.924484,35.88145,RECENTLY_SOLD,50002170,2594,-1,3,2300,USA,USD,acres,TRUE
1676966400000,SINGLE_FAMILY,0.459,"5516 Middleton Rd, Durham, NC 27713",Sold 02/21/2023,RECENTLY_SOLD,438500,https://photos.zillowstatic.com/fp/36dd78aa12b08b9cc1cee7fc1bfd5f63-p_e.jpg,430000,3,,-78.902626,35.923267,RECENTLY_SOLD,50004759,2007,-1,2,1639,USA,USD,acres,TRUE
1676966400000,SINGLE_FAMILY,0.6119834711,"529 Orindo Dr, Durham, NC 27713",Sold 02/21/2023,RECENTLY_SOLD,350000,https://photos.zillowstatic.com/fp/fb1bcb953f34dffb4f499337c96cf4e8-p_e.jpg,258000,4,,-78.90765,35.929985,RECENTLY_SOLD,50005013,2275,-1,3,2086,USA,USD,acres,TRUE
1676966400000,SINGLE_FAMILY,1.5,"165 Lost Ln, Durham, NC 27713",Sold 02/21/2023,RECENTLY_SOLD,416600,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=35.866455078125,-78.91057586669922&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=X5R58e-brk1i297pmo7wsp2xQQc=",416500,5,,-78.910576,35.866455,RECENTLY_SOLD,74940748,3264,-1,3,3200,USA,USD,acres,
1676620800000,SINGLE_FAMILY,1.14,"3616 S Alston Ave, Durham, NC 27713",Sold 02/17/2023,RECENTLY_SOLD,295700,https://photos.zillowstatic.com/fp/ac2f5e1bb0dd16fa15182f3fed194423-p_e.jpg,289900,3,,-78.88708,35.92972,RECENTLY_SOLD,50005893,1700,-1,1,1403,USA,USD,acres,TRUE
1676620800000,SINGLE_FAMILY,10454.4,"520 Jerome Rd, Durham, NC 27713",Sold 02/17/2023,RECENTLY_SOLD,545600,https://photos.zillowstatic.com/fp/67ab53059af1c5328dd21d41c67aec5c-p_e.jpg,535000,4,,-78.89556,35.94261,RECENTLY_SOLD,98222669,2194,-1,3,2013,USA,USD,sqft,TRUE
1676620800000,SINGLE_FAMILY,0.29,"605 Jerome Rd, Durham, NC 27713",Sold 02/17/2023,RECENTLY_SOLD,576200,https://photos.zillowstatic.com/fp/4ed4a678218046ab3f104ca5bd4a7a04-p_e.jpg,565000,3,,-78.89685,35.941948,RECENTLY_SOLD,242012346,2240,-1,3,1979,USA,USD,acres,TRUE
1676448000000,SINGLE_FAMILY,0.29,"4030 Booker Ave, Durham, NC 27713",Sold 02/15/2023,RECENTLY_SOLD,378900,https://photos.zillowstatic.com/fp/9930b8f50c4296afc75da5fc19c854c4-p_e.jpg,371500,3,,-78.90572,35.94744,RECENTLY_SOLD,49990852,1900,-1,2,1558,USA,USD,acres,TRUE
1676448000000,SINGLE_FAMILY,0.53,"10 Colton Ct, Durham, NC 27713",Sold 02/15/2023,RECENTLY_SOLD,372200,https://photos.zillowstatic.com/fp/240c071863c4ae37f279439e384e250c-p_e.jpg,365000,3,,-78.92001,35.892487,RECENTLY_SOLD,50003387,2149,-1,3,1553,USA,USD,acres,TRUE
1676448000000,SINGLE_FAMILY,0.56,"6014 Millstone Dr, Durham, NC 27713",Sold 02/15/2023,RECENTLY_SOLD,453800,https://photos.zillowstatic.com/fp/18f4df18105583c87034fac06175b05d-p_e.jpg,445000,4,,-78.92245,35.891296,RECENTLY_SOLD,50003403,2199,-1,3,1840,USA,USD,acres,TRUE
1676361600000,SINGLE_FAMILY,8276.4,"915 S Bend Dr, Durham, NC 27713",Sold 02/14/2023,RECENTLY_SOLD,754700,https://photos.zillowstatic.com/fp/e2b9f6d6fabd4f68abb2b47042fdc2b4-p_e.jpg,740000,4,,-78.94477,35.88124,RECENTLY_SOLD,114315013,3668,-1,3,3407,USA,USD,sqft,TRUE
1676275200000,SINGLE_FAMILY,10018.8,"702 Basil Dr, Durham, NC 27713",Sold 02/13/2023,RECENTLY_SOLD,601800,https://photos.zillowstatic.com/fp/55b9aedd949d6114ddf9e20a979f9157-p_e.jpg,590000,4,,-78.92666,35.905033,RECENTLY_SOLD,59712268,2949,-1,3,3000,USA,USD,sqft,TRUE
1676275200000,SINGLE_FAMILY,5662.8,"1606 Caliper Way, Durham, NC 27713",Sold 02/13/2023,RECENTLY_SOLD,499700,https://photos.zillowstatic.com/fp/b6c0c9b47e086b781627398a6795185c-p_e.jpg,490000,4,,-78.923035,35.93978,RECENTLY_SOLD,80205910,2850,-1,3,2858,USA,USD,sqft,TRUE
1676016000000,SINGLE_FAMILY,6098.4,"1504 Crimson Creek Dr, Durham, NC 27713",Sold 02/10/2023,RECENTLY_SOLD,408000,https://photos.zillowstatic.com/fp/ddfd9843d5778dbde91d7d0b59fa9db0-p_e.jpg,400000,3,,-78.90688,35.91319,RECENTLY_SOLD,61726613,2100,-1,3,1773,USA,USD,sqft,TRUE
1676016000000,SINGLE_FAMILY,0.336,"18 Stonehouse Ct, Durham, NC 27713",Sold 02/10/2023,RECENTLY_SOLD,550800,https://photos.zillowstatic.com/fp/98d950de0360f674a21e239c8baec31b-p_e.jpg,540000,4,,-78.916435,35.88372,RECENTLY_SOLD,70924256,2594,-1,3,2722,USA,USD,acres,TRUE
1675929600000,SINGLE_FAMILY,5227.2,"5102 Gable Ridge Dr, Durham, NC 27713",Sold 02/09/2023,RECENTLY_SOLD,320800,https://photos.zillowstatic.com/fp/87048d1d95fee7deb1b84fe4576b1169-p_e.jpg,314500,3,,-78.92425,35.93605,RECENTLY_SOLD,49999448,1857,-1,2,1046,USA,USD,sqft,TRUE
1675929600000,SINGLE_FAMILY,7405.2,"1306 Capstone Dr, Durham, NC 27713",Sold 02/09/2023,RECENTLY_SOLD,765000,https://photos.zillowstatic.com/fp/143306c4717bfe8b2d49922cd1e2e07a-p_e.jpg,750000,5,,-78.94065,35.87144,RECENTLY_SOLD,124726002,3719,-1,5,5200,USA,USD,sqft,TRUE
1675843200000,SINGLE_FAMILY,7143.84,"1007 Ancroft Ave, Durham, NC 27713",Sold 02/08/2023,RECENTLY_SOLD,335999,https://photos.zillowstatic.com/fp/ca69504048364d09c3d1b2067108240d-p_e.jpg,188000,3,,-78.8991,35.953197,RECENTLY_SOLD,49990367,1704,-1,2,1176,USA,USD,sqft,TRUE
1675843200000,SINGLE_FAMILY,7405.2,"3823 Booker Ave, Durham, NC 27713",Sold 02/08/2023,RECENTLY_SOLD,468200,https://photos.zillowstatic.com/fp/3ecd5a94190d50ae61b7bba4760c8d36-p_e.jpg,459000,4,,-78.90545,35.95113,RECENTLY_SOLD,98214120,2368,-1,3,1878,USA,USD,sqft,TRUE
1675411200000,SINGLE_FAMILY,10018.8,"603 Goldflower Dr, Durham, NC 27713",Sold 02/03/2023,RECENTLY_SOLD,510100,https://photos.zillowstatic.com/fp/4905c60aa1679ad60b50b3d808ccb82c-p_e.jpg,500000,4,,-78.922745,35.87817,RECENTLY_SOLD,70592660,2594,-1,3,2315,USA,USD,sqft,TRUE
1675411200000,SINGLE_FAMILY,4835.16,"117 Silver Fir Ln, Durham, NC 27713",Sold 02/03/2023,RECENTLY_SOLD,423400,https://photos.zillowstatic.com/fp/c2d4bf0f6c8775dc59a0afb53901def5-p_e.jpg,415000,3,,-78.90174,35.935127,RECENTLY_SOLD,337028062,2299,-1,3,1973,USA,USD,sqft,TRUE
1675324800000,SINGLE_FAMILY,0.33,"5311 McCormick Rd, Durham, NC 27713",Sold 02/02/2023,RECENTLY_SOLD,336700,https://photos.zillowstatic.com/fp/42ccb92c9be282da0efbe45ea6e88d34-p_e.jpg,330000,3,,-78.91803,35.896606,RECENTLY_SOLD,50002972,1879,-1,2,1388,USA,USD,acres,TRUE
1675324800000,SINGLE_FAMILY,0.48,"1004 Carpenter Fletcher Rd, Durham, NC 27713",Sold 02/02/2023,RECENTLY_SOLD,260200,https://photos.zillowstatic.com/fp/c5557555036f81fd3663d6525b927674-p_e.jpg,255000,3,,-78.90504,35.91835,RECENTLY_SOLD,50004419,1758,-1,2,1180,USA,USD,acres,TRUE
1675238400000,SINGLE_FAMILY,0.27,"4903 Wineberry Dr, Durham, NC 27713",Sold 02/01/2023,RECENTLY_SOLD,390800,https://photos.zillowstatic.com/fp/f5bac7a4dd60566a062713384db1133c-p_e.jpg,382800,3,,-78.9207,35.896835,RECENTLY_SOLD,50002992,1900,-1,2,1612,USA,USD,acres,TRUE
1675152000000,SINGLE_FAMILY,9583.2,"603 Pearson Dr, Durham, NC 27713",Sold 01/31/2023,RECENTLY_SOLD,418800,https://photos.zillowstatic.com/fp/9afc79bac96181378bb30986149dc2cf-p_e.jpg,420500,4,,-78.91409,35.93529,RECENTLY_SOLD,114430149,2394,-1,3,2068,USA,USD,sqft,TRUE
1675152000000,SINGLE_FAMILY,8145.72,"120 Victorian Oaks Dr, Durham, NC 27713",Sold 01/31/2023,RECENTLY_SOLD,604100,https://photos.zillowstatic.com/fp/d97e4b6058b0801d0c87c9fa0d1c0ba5-p_e.jpg,545500,5,UNDER_CONTRACT,-78.925316,35.935555,RECENTLY_SOLD,114430381,3017,-1,3,3300,USA,USD,sqft,TRUE
1675152000000,SINGLE_FAMILY,6185.52,"906 Adeline Ct, Durham, NC 27713",Sold 01/31/2023,RECENTLY_SOLD,698800,https://photos.zillowstatic.com/fp/00aa0a1eaec0cb149c5ed373e72ecf14-p_e.jpg,685000,4,,-78.93463,35.891865,RECENTLY_SOLD,249993480,3432,-1,4,2853,USA,USD,sqft,TRUE
1675065600000,SINGLE_FAMILY,0.31,"14 Sanderling Ct, Durham, NC 27713",Sold 01/30/2023,RECENTLY_SOLD,443800,https://photos.zillowstatic.com/fp/592e695d8e949bf46d42c89d90e2e5db-p_e.jpg,435000,3,,-78.94181,35.9216,RECENTLY_SOLD,49997991,2600,-1,3,2207,USA,USD,acres,TRUE
1675065600000,SINGLE_FAMILY,5227.2,"4612 Dolwick Dr, Durham, NC 27713",Sold 01/30/2023,RECENTLY_SOLD,341800,https://photos.zillowstatic.com/fp/40884633b45c6a5b5257984760dc1ae4-p_e.jpg,335000,3,,-78.926315,35.93909,RECENTLY_SOLD,49999513,1962,-1,3,1292,USA,USD,sqft,TRUE
1675065600000,SINGLE_FAMILY,4791.6,"102 Cottage Ln, Durham, NC 27713",Sold 01/30/2023,RECENTLY_SOLD,311100,https://photos.zillowstatic.com/fp/66bd5d02ee43faa7e58124bf2cb48f69-p_e.jpg,305000,3,,-78.94637,35.911224,RECENTLY_SOLD,50018526,2027,-1,2,1683,USA,USD,sqft,TRUE
1675065600000,SINGLE_FAMILY,5227.2,"4620 Dolwick Dr, Durham, NC 27713",Sold 01/30/2023,RECENTLY_SOLD,337700,https://photos.zillowstatic.com/fp/e90203f9f803ce61203cc577d153c2bb-p_e.jpg,331000,3,,-78.92682,35.93903,RECENTLY_SOLD,59711807,1950,-1,2,1242,USA,USD,sqft,TRUE
1674720000000,SINGLE_FAMILY,10454.4,"9 Newgate Ct, Durham, NC 27713",Sold 01/26/2023,RECENTLY_SOLD,443600,https://photos.zillowstatic.com/fp/e5b014b52a71e571d3f82dfbeebd9bb5-p_e.jpg,435000,4,,-78.91023,35.913475,RECENTLY_SOLD,59712939,2481,-1,3,2354,USA,USD,sqft,TRUE
1674633600000,SINGLE_FAMILY,0.37,"10 E Gleewood Pl, Durham, NC 27713",Sold 01/25/2023,RECENTLY_SOLD,331400,https://photos.zillowstatic.com/fp/7fd56ff3bb86978af1df6aa8e2eecc2b-p_e.jpg,325000,2,,-78.89498,35.919613,RECENTLY_SOLD,50004621,1700,-1,2,1152,USA,USD,acres,TRUE
1674633600000,SINGLE_FAMILY,0.39,"5433 Penrith Dr, Durham, NC 27713",Sold 01/25/2023,RECENTLY_SOLD,367100,https://photos.zillowstatic.com/fp/9288fc659c1955dc8db343099f8cd78d-p_e.jpg,355000,3,,-78.901764,35.921326,RECENTLY_SOLD,50004699,1994,-1,2,1458,USA,USD,acres,TRUE
1674633600000,SINGLE_FAMILY,6098.4,"3614 Abercromby Dr, Durham, NC 27713",Sold 01/25/2023,RECENTLY_SOLD,323200,https://photos.zillowstatic.com/fp/881447ef82d403c636054e03ce3158ef-p_e.jpg,317000,3,,-78.89637,35.931152,RECENTLY_SOLD,50005201,1994,-1,3,1545,USA,USD,sqft,TRUE
1674633600000,SINGLE_FAMILY,0.7,"108 Edward Booth Ln, Durham, NC 27713",Sold 01/25/2023,RECENTLY_SOLD,1960000,https://photos.zillowstatic.com/fp/77beb04df56eda597f10dd4d6771c5d8-p_e.jpg,1900000,5,,-78.95026,35.86843,RECENTLY_SOLD,157438588,9505,-1,6,5664,USA,USD,acres,TRUE
1674547200000,SINGLE_FAMILY,0.368,"808 Spring Meadow Dr, Durham, NC 27713",Sold 01/24/2023,RECENTLY_SOLD,407900,https://photos.zillowstatic.com/fp/3afa3b1bb3b77f310d7e83833013c739-p_e.jpg,400000,3,,-78.9209,35.93801,RECENTLY_SOLD,50000011,2250,-1,3,1736,USA,USD,acres,TRUE
1674547200000,SINGLE_FAMILY,0.91,"427 Denton St, Durham, NC 27713",Sold 01/24/2023,RECENTLY_SOLD,407900,https://photos.zillowstatic.com/fp/f870d8485382910376090e241f49f902-p_e.jpg,400000,3,,-78.91225,35.928337,RECENTLY_SOLD,50000114,3443,-1,3,3291,USA,USD,acres,TRUE
1674201600000,SINGLE_FAMILY,0.29,"111 Hemmingwood Dr, Durham, NC 27713",Sold 01/20/2023,RECENTLY_SOLD,367000,https://photos.zillowstatic.com/fp/80693f44923a586c05381a046bc2027b-p_e.jpg,360000,4,,-78.92365,35.924995,RECENTLY_SOLD,50000391,2279,-1,2,1988,USA,USD,acres,TRUE
1674201600000,SINGLE_FAMILY,0.38,"14 Creeks Edge Ct, Durham, NC 27713",Sold 01/20/2023,RECENTLY_SOLD,399600,https://photos.zillowstatic.com/fp/b9171d2d2075c5a7c49600a7dd261053-p_e.jpg,392000,3,,-78.92803,35.91341,RECENTLY_SOLD,50001869,2199,-1,3,1718,USA,USD,acres,TRUE
1674115200000,SINGLE_FAMILY,6098.4,"5113 Carolwood Ln, Durham, NC 27713",Sold 01/19/2023,RECENTLY_SOLD,430100,https://photos.zillowstatic.com/fp/17d27ed5976cd6c6384169f19ff9748e-p_e.jpg,422000,3,,-78.940575,35.93164,RECENTLY_SOLD,49999225,2199,-1,3,1868,USA,USD,sqft,TRUE
1674115200000,SINGLE_FAMILY,0.33,"5902 Newhall Rd, Durham, NC 27713",Sold 01/19/2023,RECENTLY_SOLD,350600,https://photos.zillowstatic.com/fp/2367b588c3589af8d92ccbaed069aebe-p_e.jpg,344000,3,,-78.91113,35.88052,RECENTLY_SOLD,50018737,2022,-1,2,1656,USA,USD,acres,TRUE
1674028800000,SINGLE_FAMILY,0.36,"5308 Sutteridge Ct, Durham, NC 27713",Sold 01/18/2023,RECENTLY_SOLD,789800,https://photos.zillowstatic.com/fp/7deffd0dd6590f85898f8a896f907841-p_e.jpg,775000,5,,-78.917816,35.887177,RECENTLY_SOLD,70921825,3881,-1,4,4425,USA,USD,acres,TRUE
1673942400000,SINGLE_FAMILY,8276.4,"15 Pinestraw Way, Durham, NC 27713",Sold 01/17/2023,RECENTLY_SOLD,550300,https://photos.zillowstatic.com/fp/bdedb7fb97fba953109d038bae80176f-p_e.jpg,540000,3,,-78.91713,35.9187,RECENTLY_SOLD,61725918,2450,-1,3,2400,USA,USD,sqft,TRUE
1673596800000,SINGLE_FAMILY,9365.4,"706 Clearview Ln, Durham, NC 27713",Sold 01/13/2023,RECENTLY_SOLD,483900,https://photos.zillowstatic.com/fp/c44f12babb052186768f6c87cbd781db-p_e.jpg,475000,3,,-78.92812,35.937256,RECENTLY_SOLD,59711843,2294,-1,3,1959,USA,USD,sqft,TRUE
1673596800000,SINGLE_FAMILY,7840.8,"505 Hanson Rd, Durham, NC 27713",Sold 01/13/2023,RECENTLY_SOLD,478300,https://photos.zillowstatic.com/fp/71ff84db209ede3f027376d815d3db5b-p_e.jpg,469500,4,,-78.91599,35.94149,RECENTLY_SOLD,70921336,2299,-1,3,2360,USA,USD,sqft,TRUE
1673510400000,SINGLE_FAMILY,8276.4,"5223 Greyfield Blvd, Durham, NC 27713",Sold 01/12/2023,RECENTLY_SOLD,432900,https://photos.zillowstatic.com/fp/b37fa2a40c75de61a34c8293f0b8952d-p_e.jpg,425000,3,,-78.92837,35.93647,RECENTLY_SOLD,50000227,2299,-1,3,2033,USA,USD,sqft,TRUE
1673510400000,SINGLE_FAMILY,0.364,"515 Tuggle St, Durham, NC 27713",Sold 01/12/2023,RECENTLY_SOLD,244500,https://photos.zillowstatic.com/fp/68ce7e87031a8b7151ef6f8c764a0a22-p_e.jpg,240000,3,,-78.90953,35.928658,RECENTLY_SOLD,50004867,1794,-1,2,1092,USA,USD,acres,TRUE
1673510400000,SINGLE_FAMILY,0.36,"5311 Lyon Farm Dr, Durham, NC 27713",Sold 01/12/2023,RECENTLY_SOLD,687600,https://photos.zillowstatic.com/fp/7900250396a929e4997894263cda34fd-p_e.jpg,675000,5,,-78.92176,35.882507,RECENTLY_SOLD,89695465,3379,-1,4,3800,USA,USD,acres,TRUE
1673251200000,SINGLE_FAMILY,0.25,"6 Cobbleridge Ct, Durham, NC 27713",Sold 01/09/2023,RECENTLY_SOLD,505100,https://photos.zillowstatic.com/fp/69a5892c3b8f244d069c034c1f5de13d-p_e.jpg,496000,4,,-78.938934,35.920532,RECENTLY_SOLD,49998157,2668,-1,3,2429,USA,USD,acres,TRUE
1672992000000,SINGLE_FAMILY,0,"7 Greers Ferry Ct, Durham, NC 27713",Sold 01/06/2023,RECENTLY_SOLD,468400,https://photos.zillowstatic.com/fp/642d7dd54c24869b8e7e9154f5801363-p_e.jpg,460000,3,,-78.91961,35.91787,RECENTLY_SOLD,50001706,2175,-1,2,1690,USA,USD,sqft,TRUE
1672992000000,SINGLE_FAMILY,4791.6,"1414 Copper Creek Dr, Durham, NC 27713",Sold 01/06/2023,RECENTLY_SOLD,402200,https://photos.zillowstatic.com/fp/42e4d0f1b97ba6e826e1db9e5957bd36-p_e.jpg,395000,3,,-78.90792,35.91412,RECENTLY_SOLD,61726602,1994,-1,3,1635,USA,USD,sqft,TRUE
1672905600000,SINGLE_FAMILY,7405.2,"5805 Solitude Way, Durham, NC 27713",Sold 01/05/2023,RECENTLY_SOLD,473400,https://photos.zillowstatic.com/fp/0c27f65c8615158e510acf914ce6eaab-p_e.jpg,465000,4,,-78.902275,35.882652,RECENTLY_SOLD,50002558,2299,-1,3,1979,USA,USD,sqft,TRUE
1672905600000,SINGLE_FAMILY,6838,"8028 Rosemont Pkwy, Durham, NC 27713",Sold 01/05/2023,RECENTLY_SOLD,702500,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=35.87726593017578,-78.92726135253906&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=KVWIAEsAfjUiVRa1B-0VXK1Sjf0=",690000,4,,-78.92726,35.877266,RECENTLY_SOLD,123032737,3454,-1,4,3200,USA,USD,sqft,
1672819200000,SINGLE_FAMILY,6795.36,"1516 Pebble Creek Xing, Durham, NC 27713",Sold 01/04/2023,RECENTLY_SOLD,451000,https://photos.zillowstatic.com/fp/70052da98771ec39a67e16249f79b5e6-p_e.jpg,443000,4,,-78.91079,35.915344,RECENTLY_SOLD,61726559,2392,-1,3,2352,USA,USD,sqft,TRUE
1672732800000,SINGLE_FAMILY,0.5,"218 Landreth Ct, Durham, NC 27713",Sold 01/03/2023,RECENTLY_SOLD,563200,https://photos.zillowstatic.com/fp/d1c3b2110e9133132d3d811345192b6e-p_e.jpg,555000,4,,-78.924835,35.894993,RECENTLY_SOLD,59712396,2969,-1,3,2932,USA,USD,acres,TRUE
1672387200000,SINGLE_FAMILY,0.33,"5324 Newhall Rd, Durham, NC 27713",Sold 12/30/2022,RECENTLY_SOLD,416200,https://photos.zillowstatic.com/fp/37910505e6657920c778142eb456cc11-p_e.jpg,409000,3,,-78.91082,35.886814,RECENTLY_SOLD,50004111,2800,-1,3,2858,USA,USD,acres,TRUE
